ExpenditureID,Type,Date,Amount,DueDate,MaintenanceID,StaffID,FurnitureID
55984,Wages,2018-10-13,25892,2018-11-08,null,197,null
55985,Maintenance,2018-03-20,1881.55,2018-04-28,1500,null,null
55986,Maintenance,2019-09-19,158.36,2019-10-22,1982,null,null
55987,Wages,2017-02-04,108635,2017-03-09,null,146,null
55988,Maintenance,2017-01-02,499.99,2017-01-20,1673,null,null
55989,Wages,2019-03-17,124780,2019-05-03,null,232,null
55990,Maintenance,2020-08-13,1163.67,2020-09-11,1691,null,null
55991,Maintenance,2019-08-29,1018.83,2019-09-24,1558,null,null
55992,Maintenance,2016-01-21,1988.13,2016-03-18,1275,null,null
55993,Maintenance,2019-06-11,1723.24,2019-06-25,1017,null,null
55994,Wages,2020-08-03,60990,2020-09-08,null,301,null
55995,Furniture,2017-12-12,756.34,2018-01-17,null,null,11447
55996,Maintenance,2016-12-09,129.1,2017-01-29,2953,null,null
55997,Wages,2017-08-22,31484,2017-09-01,null,301,null
55998,Maintenance,2019-11-29,1613.51,2019-12-15,1950,null,null
55999,Furniture,2019-01-19,580.73,2019-02-23,null,null,11626
56000,Furniture,2017-01-04,823.68,2017-02-15,null,null,12206
56001,Maintenance,2016-07-10,1083.27,2016-07-25,2642,null,null
56002,Wages,2017-06-26,26937,2017-08-12,null,147,null
56003,Furniture,2017-06-04,537.9,2017-07-02,null,null,12863
56004,Wages,2016-11-12,130224,2016-12-12,null,137,null
56005,Wages,2018-04-21,45858,2018-05-29,null,211,null
56006,Wages,2019-07-14,113912,2019-07-27,null,155,null
56007,Maintenance,2018-04-15,526.99,2018-06-07,1238,null,null
56008,Wages,2020-03-16,117867,2020-04-30,null,251,null
56009,Furniture,2019-01-17,913.27,2019-03-03,null,null,10311
56010,Maintenance,2017-06-22,114.62,2017-08-06,1907,null,null
56011,Maintenance,2016-07-01,1876.33,2016-07-14,2688,null,null
56012,Maintenance,2018-02-25,1600.69,2018-03-28,2748,null,null
56013,Maintenance,2016-07-01,1834.03,2016-08-30,1164,null,null
56014,Wages,2019-12-18,60815,2020-01-21,null,192,null
56015,Wages,2018-03-03,118223,2018-03-14,null,264,null
56016,Wages,2016-11-12,79628,2017-01-06,null,124,null
56017,Maintenance,2018-07-22,1896.07,2018-09-09,1991,null,null
56018,Maintenance,2019-03-07,1211.34,2019-04-16,2351,null,null
56019,Wages,2018-03-29,52232,2018-04-13,null,241,null
56020,Maintenance,2018-03-10,156.06,2018-03-22,2763,null,null
56021,Wages,2018-11-06,99626,2019-01-04,null,286,null
56022,Furniture,2017-06-24,649.22,2017-08-14,null,null,12177
56023,Wages,2017-04-30,120650,2017-06-04,null,156,null
56024,Maintenance,2019-10-29,930.18,2019-12-07,1834,null,null
56025,Furniture,2020-02-20,588.67,2020-03-05,null,null,14129
56026,Maintenance,2019-01-01,850.81,2019-02-04,2008,null,null
56027,Wages,2016-11-03,52838,2016-11-19,null,123,null
56028,Wages,2019-03-07,132347,2019-04-25,null,177,null
56029,Maintenance,2018-08-11,575.7,2018-08-31,1111,null,null
56030,Furniture,2020-08-22,826.58,2020-09-22,null,null,12747
56031,Furniture,2018-01-20,983.12,2018-02-19,null,null,12870
56032,Maintenance,2017-06-05,1878.7,2017-06-19,2522,null,null
56033,Furniture,2020-03-15,594.32,2020-04-17,null,null,11652
56034,Maintenance,2017-10-12,1150.25,2017-11-02,2893,null,null
56035,Maintenance,2020-01-11,1588.79,2020-03-08,1018,null,null
56036,Maintenance,2016-08-09,1249.77,2016-09-08,2537,null,null
56037,Furniture,2020-08-17,648.44,2020-08-28,null,null,13443
56038,Wages,2019-12-13,144461,2019-12-23,null,175,null
56039,Maintenance,2019-02-17,1891.87,2019-03-23,2611,null,null
56040,Furniture,2016-10-28,936.38,2016-12-17,null,null,13380
56041,Furniture,2018-11-03,703.28,2018-12-04,null,null,12961
56042,Furniture,2018-09-21,691.21,2018-11-09,null,null,13816
56043,Wages,2017-07-06,95533,2017-08-21,null,234,null
56044,Maintenance,2016-01-12,1160.79,2016-02-29,1842,null,null
56045,Furniture,2020-06-15,889.12,2020-07-02,null,null,13374
56046,Wages,2019-09-05,143435,2019-10-27,null,249,null
56047,Maintenance,2018-08-29,803.09,2018-10-11,1254,null,null
56048,Wages,2018-05-17,52931,2018-06-07,null,285,null
56049,Furniture,2019-05-13,501.85,2019-06-17,null,null,10627
56050,Furniture,2019-06-20,676.61,2019-07-22,null,null,11832
56051,Furniture,2016-02-11,630.9,2016-04-06,null,null,10303
56052,Maintenance,2015-12-19,874.95,2016-02-04,2995,null,null
56053,Maintenance,2016-08-22,513.34,2016-09-22,2844,null,null
56054,Furniture,2015-12-10,710.72,2016-02-01,null,null,10507
56055,Wages,2019-02-13,58716,2019-03-19,null,146,null
56056,Furniture,2017-12-07,638.78,2018-01-26,null,null,11361
56057,Wages,2017-10-17,69535,2017-11-26,null,148,null
56058,Furniture,2019-12-29,581.54,2020-01-15,null,null,12552
56059,Wages,2018-02-21,30712,2018-04-14,null,231,null
56060,Wages,2018-07-10,130738,2018-07-20,null,114,null
56061,Furniture,2016-08-14,715.01,2016-09-13,null,null,12396
56062,Maintenance,2016-08-27,1570.34,2016-09-07,2246,null,null
56063,Furniture,2016-05-02,812.71,2016-06-27,null,null,10457
56064,Wages,2019-02-06,107673,2019-03-19,null,129,null
56065,Maintenance,2016-10-04,1647.64,2016-11-02,1294,null,null
56066,Furniture,2017-07-13,574.96,2017-08-02,null,null,12043
56067,Wages,2018-10-27,95283,2018-11-12,null,230,null
56068,Furniture,2016-01-01,633.31,2016-01-13,null,null,11971
56069,Wages,2016-10-10,88288,2016-12-07,null,224,null
56070,Wages,2020-06-12,69085,2020-07-13,null,140,null
56071,Furniture,2018-07-04,694.63,2018-07-17,null,null,13503
56072,Furniture,2019-12-03,922.98,2020-01-08,null,null,11778
56073,Furniture,2016-09-09,623.31,2016-11-07,null,null,10558
56074,Maintenance,2020-08-27,1913.06,2020-09-09,1642,null,null
56075,Wages,2020-03-20,65547,2020-05-16,null,157,null
56076,Furniture,2017-07-07,700.05,2017-08-19,null,null,13589
56077,Furniture,2016-04-05,961.92,2016-05-21,null,null,13632
56078,Furniture,2018-03-07,500.95,2018-04-15,null,null,10341
56079,Furniture,2020-05-31,590.27,2020-06-15,null,null,12377
56080,Wages,2017-12-01,116864,2017-12-19,null,280,null
56081,Wages,2020-07-02,120008,2020-07-14,null,172,null
56082,Maintenance,2015-12-16,1755.47,2016-01-10,2620,null,null
56083,Wages,2016-08-11,49732,2016-10-07,null,114,null
56084,Maintenance,2019-02-09,1578.69,2019-04-09,1481,null,null
56085,Maintenance,2019-03-11,1837.83,2019-04-08,2592,null,null
56086,Furniture,2020-07-11,805.25,2020-08-17,null,null,13205
56087,Maintenance,2015-12-19,160.96,2016-01-07,1106,null,null
56088,Wages,2019-07-08,49372,2019-07-25,null,196,null
56089,Furniture,2017-08-18,752.46,2017-08-29,null,null,13964
56090,Maintenance,2017-04-26,1426.98,2017-05-26,2903,null,null
56091,Maintenance,2017-12-06,337.84,2018-01-06,1581,null,null
56092,Furniture,2018-05-07,926.85,2018-05-31,null,null,11333
56093,Furniture,2020-01-29,832.08,2020-02-13,null,null,11771
56094,Furniture,2016-10-14,801.61,2016-12-05,null,null,12639
56095,Maintenance,2016-02-24,1192.54,2016-03-11,2887,null,null
56096,Maintenance,2018-01-31,207.85,2018-03-08,2596,null,null
56097,Furniture,2018-08-14,616.72,2018-09-28,null,null,13809
56098,Maintenance,2018-06-01,1737.54,2018-07-24,1327,null,null
56099,Maintenance,2020-02-17,167.62,2020-03-05,2318,null,null
56100,Furniture,2017-12-06,830.57,2018-01-09,null,null,12002
56101,Wages,2019-09-02,43726,2019-10-09,null,105,null
56102,Wages,2017-03-03,83948,2017-04-23,null,262,null
56103,Maintenance,2019-07-12,715.69,2019-07-23,2797,null,null
56104,Wages,2017-11-17,45508,2017-12-02,null,213,null
56105,Wages,2016-04-22,57540,2016-05-19,null,150,null
56106,Maintenance,2016-02-19,1160.87,2016-03-22,2823,null,null
56107,Furniture,2018-04-26,509.28,2018-06-03,null,null,13815
56108,Furniture,2020-10-31,786.79,2020-12-30,null,null,13626
56109,Wages,2015-12-06,85447,2015-12-24,null,107,null
56110,Wages,2019-03-29,55954,2019-05-16,null,224,null
56111,Furniture,2017-11-23,506.77,2018-01-02,null,null,12919
56112,Wages,2018-01-06,33145,2018-01-19,null,102,null
56113,Wages,2019-10-27,92875,2019-12-09,null,198,null
56114,Maintenance,2016-12-16,709.33,2017-01-17,2728,null,null
56115,Wages,2019-04-09,128312,2019-06-08,null,295,null
56116,Maintenance,2020-04-19,1179.69,2020-06-09,1177,null,null
56117,Furniture,2019-10-28,514.5,2019-11-14,null,null,12942
56118,Furniture,2016-12-19,821.21,2017-01-10,null,null,10621
56119,Wages,2016-05-22,139757,2016-07-17,null,195,null
56120,Maintenance,2017-09-09,207.31,2017-10-13,2747,null,null
56121,Wages,2018-12-06,116163,2019-01-27,null,266,null
56122,Maintenance,2019-06-20,372.31,2019-07-12,1011,null,null
56123,Maintenance,2018-03-10,170.45,2018-04-06,1461,null,null
56124,Wages,2020-11-07,79725,2021-01-06,null,279,null
56125,Wages,2017-07-30,65924,2017-08-17,null,173,null
56126,Furniture,2020-07-10,978.36,2020-08-01,null,null,13642
56127,Wages,2018-03-07,80656,2018-03-21,null,137,null
56128,Furniture,2018-09-18,928.96,2018-10-22,null,null,12511
56129,Maintenance,2017-02-18,1778.43,2017-04-09,2205,null,null
56130,Maintenance,2018-12-12,1907.99,2019-02-10,2210,null,null
56131,Wages,2017-04-08,118247,2017-04-19,null,306,null
56132,Wages,2017-11-09,134089,2017-12-27,null,166,null
56133,Maintenance,2018-08-13,742.53,2018-09-28,2799,null,null
56134,Wages,2017-12-14,30637,2018-01-28,null,182,null
56135,Wages,2016-10-31,76873,2016-11-12,null,197,null
56136,Furniture,2019-08-22,683.17,2019-09-08,null,null,11275
56137,Maintenance,2015-11-25,1369.79,2016-01-18,2880,null,null
56138,Furniture,2016-07-31,879.2,2016-09-09,null,null,12462
56139,Wages,2016-04-03,90049,2016-05-26,null,171,null
56140,Furniture,2017-05-16,549.33,2017-06-24,null,null,10497
56141,Furniture,2019-03-14,604.59,2019-04-19,null,null,12222
56142,Furniture,2017-05-11,951.74,2017-06-18,null,null,13871
56143,Wages,2016-11-06,44639,2016-12-21,null,139,null
56144,Maintenance,2016-12-11,261.2,2017-01-25,2055,null,null
56145,Furniture,2019-08-05,562.77,2019-09-27,null,null,10775
56146,Maintenance,2016-05-10,654.95,2016-06-13,2237,null,null
56147,Maintenance,2017-11-01,149.63,2017-12-26,2152,null,null
56148,Furniture,2018-10-25,953.68,2018-11-29,null,null,10577
56149,Wages,2017-06-29,116396,2017-08-06,null,242,null
56150,Maintenance,2019-02-21,1364.36,2019-04-10,2536,null,null
56151,Furniture,2017-02-25,661.27,2017-03-31,null,null,13369
56152,Furniture,2020-08-30,549.41,2020-09-27,null,null,13439
56153,Furniture,2016-02-16,834.06,2016-03-02,null,null,12962
56154,Maintenance,2019-07-17,1624.84,2019-08-18,1594,null,null
56155,Wages,2016-11-24,98122,2016-12-09,null,138,null
56156,Wages,2019-04-20,128864,2019-05-04,null,194,null
56157,Furniture,2019-08-19,632.12,2019-10-01,null,null,11268
56158,Maintenance,2018-08-30,172.45,2018-09-15,1566,null,null
56159,Furniture,2017-06-09,691.75,2017-07-15,null,null,11699
56160,Furniture,2016-11-23,968.12,2017-01-06,null,null,10268
56161,Maintenance,2018-02-07,733.42,2018-03-08,1144,null,null
56162,Furniture,2018-12-23,849.59,2019-01-24,null,null,10602
56163,Maintenance,2017-09-14,395.26,2017-11-02,1727,null,null
56164,Furniture,2018-08-12,535.6,2018-09-25,null,null,11163
56165,Furniture,2016-02-24,573.69,2016-03-06,null,null,12010
56166,Wages,2016-04-12,146402,2016-06-05,null,142,null
56167,Wages,2020-09-10,54232,2020-11-01,null,259,null
56168,Maintenance,2016-06-17,1660.29,2016-06-27,2361,null,null
56169,Furniture,2018-03-04,910.89,2018-03-22,null,null,11035
56170,Wages,2016-05-29,39672,2016-07-09,null,142,null
56171,Wages,2018-12-28,134114,2019-01-14,null,217,null
56172,Maintenance,2018-06-16,243.6,2018-08-13,1029,null,null
56173,Wages,2016-01-04,142988,2016-01-17,null,182,null
56174,Furniture,2017-04-29,827.2,2017-05-24,null,null,13871
56175,Furniture,2020-07-09,969.04,2020-07-28,null,null,11836
56176,Maintenance,2016-12-16,174.92,2017-02-06,1800,null,null
56177,Furniture,2018-06-09,580.5,2018-07-08,null,null,11167
56178,Maintenance,2020-03-21,188.5,2020-04-05,1822,null,null
56179,Wages,2020-08-24,130243,2020-09-20,null,234,null
56180,Wages,2019-08-13,91851,2019-08-23,null,283,null
56181,Furniture,2018-08-08,941.62,2018-09-15,null,null,11954
56182,Maintenance,2015-12-11,718.65,2016-02-03,1461,null,null
56183,Furniture,2017-01-17,541.49,2017-01-30,null,null,12343
56184,Wages,2018-07-11,62856,2018-08-04,null,250,null
56185,Furniture,2020-03-30,578.23,2020-05-11,null,null,12732
56186,Furniture,2017-12-14,791.52,2018-01-31,null,null,14020
56187,Furniture,2020-01-29,967.28,2020-03-15,null,null,12280
56188,Furniture,2018-10-07,593.26,2018-10-18,null,null,11386
56189,Wages,2020-08-12,65990,2020-09-16,null,141,null
56190,Wages,2017-09-08,53998,2017-10-25,null,188,null
56191,Wages,2020-01-06,39196,2020-01-26,null,300,null
56192,Maintenance,2018-10-15,1495.87,2018-11-15,2202,null,null
56193,Maintenance,2017-07-30,547.65,2017-09-14,2691,null,null
56194,Maintenance,2018-08-26,1356.75,2018-10-03,2092,null,null
56195,Maintenance,2015-12-08,1376.6,2016-01-09,2476,null,null
56196,Wages,2016-07-31,104341,2016-09-22,null,257,null
56197,Maintenance,2018-05-28,1495.55,2018-06-27,2370,null,null
56198,Maintenance,2019-12-23,231.63,2020-01-09,1982,null,null
56199,Wages,2017-07-20,135735,2017-09-13,null,125,null
56200,Furniture,2020-05-24,816.99,2020-07-21,null,null,11689
56201,Wages,2016-09-22,85677,2016-11-19,null,214,null
56202,Maintenance,2019-01-10,1298.46,2019-03-05,1776,null,null
56203,Maintenance,2017-04-15,1450.48,2017-05-06,2458,null,null
56204,Maintenance,2020-07-10,177.31,2020-09-01,1187,null,null
56205,Furniture,2017-05-09,920.25,2017-06-24,null,null,12575
56206,Wages,2017-12-30,112646,2018-01-15,null,277,null
56207,Maintenance,2020-07-15,1106.9,2020-08-20,2827,null,null
56208,Wages,2019-02-09,66329,2019-03-08,null,230,null
56209,Wages,2019-08-19,77617,2019-10-03,null,183,null
56210,Maintenance,2016-10-16,803.02,2016-11-05,2829,null,null
56211,Furniture,2016-04-26,601.82,2016-06-06,null,null,12117
56212,Furniture,2018-04-14,710.12,2018-06-08,null,null,12019
56213,Furniture,2016-07-17,678.35,2016-09-05,null,null,10235
56214,Wages,2019-01-01,136006,2019-02-09,null,117,null
56215,Maintenance,2016-02-02,1082.88,2016-03-13,2049,null,null
56216,Furniture,2019-04-28,870.89,2019-06-15,null,null,11008
56217,Furniture,2017-01-21,707.12,2017-03-21,null,null,14125
56218,Wages,2019-03-02,57319,2019-04-22,null,179,null
56219,Maintenance,2016-05-17,334.81,2016-06-23,2144,null,null
56220,Wages,2019-05-16,80073,2019-07-04,null,217,null
56221,Maintenance,2020-07-24,1435.13,2020-08-13,1701,null,null
56222,Maintenance,2016-02-19,1239.86,2016-04-09,2148,null,null
56223,Furniture,2018-08-23,819.8,2018-10-19,null,null,11541
56224,Maintenance,2017-08-16,1414.32,2017-09-25,2303,null,null
56225,Wages,2016-03-19,77231,2016-04-28,null,125,null
56226,Furniture,2017-07-23,768.31,2017-08-04,null,null,13565
56227,Furniture,2019-11-06,962.85,2019-12-10,null,null,13320
56228,Wages,2017-03-31,65515,2017-05-26,null,199,null
56229,Wages,2019-01-13,97921,2019-01-28,null,161,null
56230,Wages,2016-07-03,54549,2016-08-18,null,173,null
56231,Wages,2020-05-04,51371,2020-05-20,null,138,null
56232,Furniture,2020-03-14,921.83,2020-04-29,null,null,11436
56233,Wages,2020-08-15,121581,2020-09-09,null,255,null
56234,Maintenance,2019-08-27,860.04,2019-09-20,2579,null,null
56235,Maintenance,2018-12-02,158.03,2019-01-23,2794,null,null
56236,Maintenance,2019-05-11,573.83,2019-05-23,2417,null,null
56237,Wages,2016-03-03,115993,2016-03-24,null,198,null
56238,Maintenance,2019-09-29,1795.5,2019-11-21,1067,null,null
56239,Maintenance,2019-05-10,158.32,2019-06-25,2045,null,null
56240,Furniture,2017-02-06,673.34,2017-04-04,null,null,10840
56241,Maintenance,2016-07-15,445.97,2016-08-21,2866,null,null
56242,Wages,2017-05-08,101470,2017-06-05,null,207,null
56243,Furniture,2018-10-25,532.28,2018-11-19,null,null,13651
56244,Maintenance,2020-04-19,846.02,2020-06-16,1063,null,null
56245,Maintenance,2019-08-25,671.75,2019-10-21,1870,null,null
56246,Wages,2017-03-03,41117,2017-05-01,null,308,null
56247,Furniture,2017-12-15,744.8,2018-01-19,null,null,11275
56248,Wages,2018-11-08,102195,2018-12-15,null,257,null
56249,Maintenance,2018-06-09,793.47,2018-06-26,2361,null,null
56250,Wages,2019-03-11,56329,2019-04-19,null,225,null
56251,Wages,2020-09-17,33248,2020-11-01,null,161,null
56252,Maintenance,2017-11-16,1619.94,2017-12-26,1009,null,null
56253,Maintenance,2018-07-29,444.67,2018-09-01,2753,null,null
56254,Wages,2017-08-26,144969,2017-10-17,null,183,null
56255,Maintenance,2020-03-17,1330.58,2020-04-04,2060,null,null
56256,Wages,2018-01-12,126619,2018-01-22,null,275,null
56257,Maintenance,2020-01-26,1483.53,2020-02-05,1560,null,null
56258,Wages,2019-10-16,124002,2019-11-11,null,314,null
56259,Maintenance,2016-02-01,1984.66,2016-03-31,1222,null,null
56260,Maintenance,2020-02-12,1530.24,2020-03-11,1000,null,null
56261,Wages,2020-02-10,104407,2020-03-08,null,261,null
56262,Furniture,2020-03-30,593.46,2020-04-27,null,null,11204
56263,Furniture,2020-03-19,553.87,2020-04-19,null,null,10286
56264,Furniture,2016-01-28,932.74,2016-02-15,null,null,10296
56265,Wages,2018-06-07,65937,2018-07-17,null,207,null
56266,Wages,2019-05-09,114974,2019-07-03,null,240,null
56267,Furniture,2019-11-28,996.73,2020-01-18,null,null,13322
56268,Wages,2017-04-01,57087,2017-05-13,null,212,null
56269,Wages,2019-08-15,49212,2019-09-09,null,309,null
56270,Maintenance,2018-10-22,885.81,2018-11-20,1818,null,null
56271,Maintenance,2017-12-07,968.84,2017-12-30,1565,null,null
56272,Furniture,2019-09-01,731.16,2019-10-11,null,null,12210
56273,Wages,2018-04-05,50438,2018-05-01,null,122,null
56274,Wages,2018-09-20,142134,2018-10-07,null,211,null
56275,Wages,2019-04-18,70717,2019-05-10,null,110,null
56276,Wages,2016-01-26,39824,2016-02-12,null,217,null
56277,Maintenance,2018-10-11,1533.64,2018-10-30,1972,null,null
56278,Wages,2020-05-10,119148,2020-06-16,null,136,null
56279,Maintenance,2016-02-27,677.69,2016-04-01,2408,null,null
56280,Maintenance,2020-05-22,923.18,2020-06-03,2074,null,null
56281,Maintenance,2018-09-04,165.36,2018-10-29,1080,null,null
56282,Maintenance,2017-02-22,541.7,2017-04-15,2490,null,null
56283,Furniture,2017-11-18,507.43,2017-12-29,null,null,12468
56284,Wages,2017-01-07,107051,2017-02-19,null,238,null
56285,Wages,2016-02-02,101274,2016-03-07,null,184,null
56286,Furniture,2016-02-13,634.51,2016-03-11,null,null,10221
56287,Wages,2020-07-02,125921,2020-08-22,null,283,null
56288,Furniture,2017-11-12,915.19,2018-01-01,null,null,11014
56289,Wages,2017-06-24,124454,2017-08-23,null,278,null
56290,Maintenance,2019-07-31,263.08,2019-08-30,2412,null,null
56291,Maintenance,2019-03-14,1423.01,2019-04-22,1083,null,null
56292,Maintenance,2018-11-03,1096.27,2018-12-20,1021,null,null
56293,Wages,2016-12-16,82318,2016-12-26,null,154,null
56294,Furniture,2018-04-07,890.83,2018-06-01,null,null,10301
56295,Wages,2017-05-23,50873,2017-06-03,null,151,null
56296,Furniture,2018-08-04,589.85,2018-09-06,null,null,10952
56297,Maintenance,2016-09-14,1722.99,2016-11-03,2616,null,null
56298,Maintenance,2016-10-10,181.86,2016-11-24,1698,null,null
56299,Maintenance,2019-04-30,620.36,2019-05-14,1950,null,null
56300,Maintenance,2020-07-26,1551.73,2020-08-14,2957,null,null
56301,Wages,2016-12-06,141010,2016-12-19,null,158,null
56302,Wages,2019-01-26,60771,2019-03-26,null,115,null
56303,Maintenance,2017-01-18,163.82,2017-02-14,1684,null,null
56304,Maintenance,2020-04-30,1683.67,2020-05-24,2100,null,null
56305,Furniture,2019-10-04,927.08,2019-11-04,null,null,11465
56306,Wages,2017-12-25,45244,2018-01-24,null,221,null
56307,Maintenance,2019-02-03,1993.85,2019-04-01,1197,null,null
56308,Furniture,2018-04-16,680.44,2018-05-07,null,null,13079
56309,Wages,2018-07-23,120759,2018-09-14,null,282,null
56310,Maintenance,2019-07-27,871.78,2019-08-06,2137,null,null
56311,Wages,2020-10-11,141347,2020-11-29,null,185,null
56312,Wages,2017-06-02,37892,2017-07-02,null,216,null
56313,Maintenance,2020-07-04,717.29,2020-08-09,2923,null,null
56314,Furniture,2017-10-03,736.82,2017-10-15,null,null,10998
56315,Wages,2016-09-04,51084,2016-09-23,null,265,null
56316,Wages,2017-11-26,42398,2018-01-07,null,288,null
56317,Furniture,2017-09-27,859.39,2017-11-04,null,null,10952
56318,Maintenance,2018-12-28,1653.38,2019-02-26,2501,null,null
56319,Maintenance,2019-01-25,1449.22,2019-03-07,2442,null,null
56320,Maintenance,2017-11-29,1579.48,2018-01-01,2443,null,null
56321,Furniture,2019-03-11,610.24,2019-05-03,null,null,13714
56322,Furniture,2016-07-07,533.62,2016-07-28,null,null,11844
56323,Wages,2020-04-07,129914,2020-04-26,null,192,null
56324,Wages,2020-02-15,81119,2020-03-25,null,246,null
56325,Wages,2017-12-14,74878,2018-01-16,null,218,null
56326,Maintenance,2019-07-20,1085.13,2019-09-08,2289,null,null
56327,Maintenance,2019-11-21,1051.54,2019-12-31,2090,null,null
56328,Furniture,2017-06-16,819.02,2017-08-11,null,null,13669
56329,Wages,2018-03-25,57373,2018-04-26,null,148,null
56330,Maintenance,2016-03-28,1747.75,2016-05-26,2678,null,null
56331,Furniture,2019-01-07,782.33,2019-02-11,null,null,11618
56332,Maintenance,2017-07-27,275.83,2017-08-24,1995,null,null
56333,Wages,2018-04-26,101480,2018-05-09,null,213,null
56334,Maintenance,2018-04-29,286.58,2018-05-28,1622,null,null
56335,Furniture,2018-03-12,898.47,2018-04-27,null,null,13729
56336,Furniture,2019-04-11,719.68,2019-06-04,null,null,14192
56337,Maintenance,2016-11-24,1266.58,2016-12-14,1679,null,null
56338,Wages,2016-06-10,49583,2016-07-08,null,253,null
56339,Furniture,2017-10-25,656.36,2017-11-12,null,null,11843
56340,Furniture,2018-10-16,891.33,2018-11-05,null,null,11499
56341,Maintenance,2019-09-14,1277.3,2019-10-03,1318,null,null
56342,Maintenance,2018-08-02,221.54,2018-09-25,2406,null,null
56343,Wages,2016-06-18,124314,2016-06-29,null,218,null
56344,Furniture,2017-08-28,805.75,2017-10-17,null,null,13565
56345,Wages,2015-11-26,133641,2016-01-18,null,126,null
56346,Maintenance,2015-12-19,1484.51,2016-01-30,2865,null,null
56347,Furniture,2020-06-27,832.25,2020-08-05,null,null,12991
56348,Maintenance,2015-12-30,1174.99,2016-02-05,1453,null,null
56349,Maintenance,2019-11-12,1104.94,2020-01-02,2858,null,null
56350,Maintenance,2016-06-23,1533.73,2016-07-08,1952,null,null
56351,Wages,2017-01-14,145983,2017-01-31,null,105,null
56352,Maintenance,2017-11-16,402.17,2017-12-16,2789,null,null
56353,Wages,2018-08-05,90113,2018-09-16,null,174,null
56354,Wages,2017-06-14,37574,2017-07-01,null,141,null
56355,Wages,2016-04-04,32579,2016-05-07,null,125,null
56356,Maintenance,2016-06-14,1871.75,2016-07-02,1461,null,null
56357,Furniture,2020-01-10,984.14,2020-02-20,null,null,11934
56358,Wages,2018-05-18,71823,2018-07-17,null,113,null
56359,Wages,2018-02-27,96751,2018-03-11,null,104,null
56360,Wages,2017-12-09,84664,2018-01-26,null,147,null
56361,Wages,2020-03-14,37965,2020-05-09,null,216,null
56362,Wages,2019-05-30,140792,2019-07-23,null,295,null
56363,Furniture,2017-02-11,919.27,2017-04-08,null,null,11859
56364,Furniture,2019-07-14,629.05,2019-07-31,null,null,12656
56365,Furniture,2020-06-13,942.46,2020-08-03,null,null,12056
56366,Wages,2020-08-18,89995,2020-10-12,null,278,null
56367,Wages,2016-04-04,61585,2016-05-21,null,294,null
56368,Wages,2017-01-12,106456,2017-03-08,null,207,null
56369,Maintenance,2017-12-03,1969.55,2017-12-15,2528,null,null
56370,Furniture,2019-01-14,683.62,2019-02-03,null,null,11644
56371,Maintenance,2015-12-18,1792.52,2016-01-13,1849,null,null
56372,Maintenance,2020-09-04,1772.91,2020-10-29,1194,null,null
56373,Wages,2018-05-18,137118,2018-07-16,null,183,null
56374,Maintenance,2019-11-06,702.12,2020-01-05,2748,null,null
56375,Maintenance,2020-03-07,958.4,2020-03-27,1164,null,null
56376,Furniture,2016-02-25,966.17,2016-03-21,null,null,12311
56377,Maintenance,2016-11-18,1885.09,2017-01-05,2725,null,null
56378,Furniture,2019-07-21,927.16,2019-09-01,null,null,10817
56379,Furniture,2019-01-19,695.83,2019-02-05,null,null,13098
56380,Wages,2020-05-07,124227,2020-06-16,null,232,null
56381,Wages,2016-01-13,35247,2016-02-11,null,283,null
56382,Maintenance,2016-05-10,1000.87,2016-05-21,2712,null,null
56383,Wages,2019-07-21,33574,2019-09-18,null,298,null
56384,Wages,2016-06-21,94419,2016-08-15,null,157,null
56385,Wages,2017-07-19,51602,2017-08-28,null,255,null
56386,Maintenance,2017-07-03,359.2,2017-07-31,2602,null,null
56387,Wages,2020-10-02,76376,2020-10-31,null,112,null
56388,Wages,2020-08-12,145100,2020-10-05,null,119,null
56389,Furniture,2020-09-04,508.32,2020-09-27,null,null,10754
56390,Furniture,2018-06-20,679.64,2018-07-11,null,null,12396
56391,Wages,2019-02-08,129148,2019-03-09,null,114,null
56392,Maintenance,2018-04-22,314.91,2018-05-29,2737,null,null
56393,Wages,2019-03-02,144938,2019-03-31,null,143,null
56394,Maintenance,2016-12-23,1819.93,2017-01-20,2753,null,null
56395,Maintenance,2018-01-19,437.26,2018-02-20,1214,null,null
56396,Furniture,2020-04-28,919.61,2020-05-23,null,null,10714
56397,Furniture,2017-12-15,519.08,2018-01-27,null,null,12479
56398,Maintenance,2019-02-05,1431.13,2019-03-19,1755,null,null
56399,Furniture,2020-08-26,684.28,2020-10-10,null,null,12290
56400,Wages,2016-02-20,102611,2016-04-17,null,265,null
56401,Maintenance,2016-10-03,1114.98,2016-10-25,1568,null,null
56402,Wages,2017-07-06,112862,2017-08-23,null,112,null
56403,Furniture,2017-05-26,563.35,2017-07-05,null,null,11095
56404,Maintenance,2016-02-14,254.71,2016-03-17,2982,null,null
56405,Maintenance,2016-02-14,642.69,2016-03-03,1272,null,null
56406,Wages,2017-08-10,128946,2017-08-23,null,235,null
56407,Furniture,2016-05-11,728.83,2016-06-16,null,null,11971
56408,Maintenance,2017-02-18,1261.71,2017-04-07,1121,null,null
56409,Furniture,2020-04-27,997.24,2020-05-31,null,null,11429
56410,Wages,2020-06-27,119649,2020-07-27,null,280,null
56411,Wages,2016-02-13,25191,2016-04-05,null,101,null
56412,Wages,2018-02-14,63878,2018-03-02,null,207,null
