RentID,Amount,LeaseID,ApartmentID
17685,1584.39,4716,1179
17700,2894.22,4720,1180
17715,3415.82,4724,1181
17730,3427.06,4728,1182
17745,3682.13,4732,1183
17760,2152.39,4736,1184
17775,1952.85,4740,1185
17790,3107.14,4744,1186
17805,1056.68,4748,1187
17820,1336.81,4752,1188
17835,2206.1,4756,1189
17850,1175.24,4760,1190
17865,2643.99,4764,1191
17880,3324.46,4768,1192
17895,1215.85,4772,1193
17910,1820.7,4776,1194
17925,2982.17,4780,1195
17940,2001.28,4784,1196
17955,1139.78,4788,1197
17970,1663.5,4792,1198
17985,815.17,4796,1199
18000,2441.22,4800,1200
18015,1321.19,4804,1201
18030,3096.8,4808,1202
18045,1146.3,4812,1203
18060,2068.53,4816,1204
18075,3348.19,4820,1205
18090,3795.32,4824,1206
18105,1749.38,4828,1207
18120,2703.58,4832,1208
18135,2171.11,4836,1209
18150,3879.73,4840,1210
18165,2675.58,4844,1211
18180,3953.61,4848,1212
18195,2593.19,4852,1213
18210,1916.15,4856,1214
18225,2112.54,4860,1215
18240,3690.02,4864,1216
18255,844.21,4868,1217
18270,2635.42,4872,1218
18285,796.19,4876,1219
18300,2933.98,4880,1220
18315,1932.15,4884,1221
18330,2677.72,4888,1222
18345,2437.25,4892,1223
18360,1173,4896,1224
18375,2603.12,4900,1225
18390,2742.83,4904,1226
18405,1858.3,4908,1227
18420,1351.41,4912,1228
18435,3121.85,4916,1229
18450,3607.65,4920,1230
18465,2679.2,4924,1231
18480,2377.78,4928,1232
18495,2428.97,4932,1233
18510,1167.54,4936,1234
18525,1271.99,4940,1235
18540,936.02,4944,1236
18555,2956.89,4948,1237
18570,1840.01,4952,1238
18585,1329.81,4956,1239
18600,3121.93,4960,1240
18615,3844.49,4964,1241
18630,3929.05,4968,1242
18645,1350.74,4972,1243
18660,3935.22,4976,1244
18675,1991.31,4980,1245
18690,2377.94,4984,1246
18705,1444.11,4988,1247
18720,2136.67,4992,1248
18735,2613.69,4996,1249
18750,1125.87,5000,1250
18765,2194.69,5004,1251
18780,3315.84,5008,1252
18795,2451.17,5012,1253
18810,3062.26,5016,1254
18825,2110.68,5020,1255
18840,3865.72,5024,1256
18855,3812.83,5028,1257
18870,2703.55,5032,1258
18885,3386.35,5036,1259
18900,790.19,5040,1260
18915,908.89,5044,1261
18930,1291.71,5048,1262
18945,2328.49,5052,1263
18960,1076.65,5056,1264
18975,2013.74,5060,1265
18990,1957.53,5064,1266
19005,3185.44,5068,1267
19020,2342.52,5072,1268
19035,2185.26,5076,1269
19050,3242.9,5080,1270
19065,2500.22,5084,1271
19080,2382.6,5088,1272
19095,3130.1,5092,1273
19110,1795.28,5096,1274
19125,2302.36,5100,1275
19140,828.27,5104,1276
19155,3031.41,5108,1277
19170,3714,5112,1278
19185,2310.14,5116,1279
19200,969.87,5120,1280
19215,3602,5124,1281
19230,3951.09,5128,1282
19245,1657.12,5132,1283
19260,3714.16,5136,1284
19275,1524.86,5140,1285
19290,3510.68,5144,1286
19305,2230.5,5148,1287
19320,3225.89,5152,1288
19335,1674.92,5156,1289
19350,1059.27,5160,1290
19365,831.36,5164,1291
19380,2507.81,5168,1292
19395,2229.61,5172,1293
19410,1506.01,5176,1294
19425,2108.34,5180,1295
19440,890.1,5184,1296
19455,2372.48,5188,1297
19470,2699.2,5192,1298
19485,2638.04,5196,1299
19500,3203.78,5200,1300
19515,2628.82,5204,1301
19530,3118.12,5208,1302
19545,2426.77,5212,1303
19560,1787.08,5216,1304
19575,2335.69,5220,1305
19590,2498.73,5224,1306
19605,1429.03,5228,1307
19620,3958.43,5232,1308
19635,2651.91,5236,1309
19650,3711.79,5240,1310
19665,1448.5,5244,1311
19680,1035.97,5248,1312
19695,3599.94,5252,1313
19710,983.71,5256,1314
19725,2000.21,5260,1315
19740,1720.91,5264,1316
19755,3799.85,5268,1317
19770,2050.08,5272,1318
19785,2844.24,5276,1319
19800,805.88,5280,1320
19815,3160.1,5284,1321
19830,3940.33,5288,1322
19845,2032.3,5292,1323
19860,3370.76,5296,1324
19875,2373.78,5300,1325
19890,1893.22,5304,1326
19905,1423.25,5308,1327
19920,1426.83,5312,1328
19935,1436.46,5316,1329
19950,2864.83,5320,1330
19965,1053.19,5324,1331
19980,2661.24,5328,1332
19995,2666.57,5332,1333
20010,3844.52,5336,1334
20025,3946.83,5340,1335
20040,2700.41,5344,1336
20055,2122.07,5348,1337
20070,2842.9,5352,1338
20085,2285.5,5356,1339
20100,3277.79,5360,1340
20115,2847.42,5364,1341
20130,1050.09,5368,1342
20145,1660.88,5372,1343
20160,1030.86,5376,1344
20175,2419.98,5380,1345
20190,1053.5,5384,1346
20205,1318.03,5388,1347
20220,1493.23,5392,1348
20235,1680.67,5396,1349
20250,2106.94,5400,1350
20265,3707.89,5404,1351
20280,1677.12,5408,1352
20295,3814.92,5412,1353
20310,1047.54,5416,1354
20325,1408.12,5420,1355
20340,1591.65,5424,1356
20355,3282,5428,1357
20370,807.52,5432,1358
20385,3901.37,5436,1359
20400,3006.16,5440,1360
20415,3995.39,5444,1361
20430,2664.11,5448,1362
20445,3186.29,5452,1363
20460,2584.5,5456,1364
20475,1468.14,5460,1365
20490,2928.16,5464,1366
20505,1404.68,5468,1367
20520,3740.67,5472,1368
20535,997.25,5476,1369
20550,1960.43,5480,1370
20565,1974.22,5484,1371
20580,1407.79,5488,1372
20595,892.1,5492,1373
20610,1026.99,5496,1374
20625,2713.06,5500,1375
20640,797.8,5504,1376
20655,1041.07,5508,1377
20670,964.89,5512,1378
20685,2736.39,5516,1379
20700,2478.42,5520,1380
20715,2108.54,5524,1381
20730,2783.38,5528,1382
20745,3200.85,5532,1383
20760,2513.69,5536,1384
20775,2329.82,5540,1385
20790,1910.35,5544,1386
20805,817.5,5548,1387
20820,2117.19,5552,1388
20835,3479.1,5556,1389
20850,1114.5,5560,1390
20865,3251.22,5564,1391
20880,1438.92,5568,1392
20895,3126.41,5572,1393
20910,1456.24,5576,1394
20925,1046.66,5580,1395
20940,1238.81,5584,1396
20955,827.35,5588,1397
20970,1869.36,5592,1398
20985,1413.56,5596,1399
21000,3077.69,5600,1400
21015,2599.27,5604,1401
21030,2905.6,5608,1402
21045,3001.75,5612,1403
21060,3464.94,5616,1404
21075,2839.19,5620,1405
21090,1111.03,5624,1406
21105,1449.19,5628,1407
21120,2067.12,5632,1408
21135,2819.09,5636,1409
21150,2649.24,5640,1410
21165,1283.89,5644,1411
21180,2197.21,5648,1412
21195,1146.22,5652,1413
21210,2826.35,5656,1414
21225,2570.97,5660,1415
21240,3579.94,5664,1416
21255,1462.21,5668,1417
21270,2822.92,5672,1418
21285,2119.66,5676,1419
21300,2440.66,5680,1420
21315,2648.99,5684,1421
21330,3032.51,5688,1422
21345,2866.26,5692,1423
21360,1948.23,5696,1424
21375,2962.73,5700,1425
21390,2861.48,5704,1426
21405,3406.77,5708,1427
21420,1563.09,5712,1428
21435,2557.28,5716,1429
21450,2177.66,5720,1430
21465,3140.17,5724,1431
21480,3619.22,5728,1432
21495,994.25,5732,1433
21510,3861.76,5736,1434
21525,3100.66,5740,1435
21540,1229.76,5744,1436
21555,1197.46,5748,1437
21570,1053.1,5752,1438
21585,1155.67,5756,1439
21600,958.71,5760,1440
21615,3354.16,5764,1441
21630,1271.98,5768,1442
21645,1663.77,5772,1443
21660,792.13,5776,1444
21675,3280.22,5780,1445
21690,2855,5784,1446
21705,2832.91,5788,1447
21720,3134.58,5792,1448
21735,2837.8,5796,1449
21750,1153.79,5800,1450
21765,1221.5,5804,1451
21780,1865.92,5808,1452
21795,2050.26,5812,1453
21810,1900.32,5816,1454
21825,1117.91,5820,1455
21840,783.45,5824,1456
21855,3249.75,5828,1457
21870,2994.77,5832,1458
21885,1936.77,5836,1459
21900,3168.65,5840,1460
21915,3920.12,5844,1461
21930,2909.81,5848,1462
21945,1917.39,5852,1463
21960,2902.64,5856,1464
21975,2996.92,5860,1465
21990,3258.6,5864,1466
22005,2832.83,5868,1467
22020,2686.69,5872,1468
22035,1796.89,5876,1469
22050,2570.97,5880,1470
22065,1964.61,5884,1471
22080,895.06,5888,1472
22095,2186.29,5892,1473
22110,3032.98,5896,1474
22125,1441.4,5900,1475
22140,2928.51,5904,1476
22155,2903.47,5908,1477
22170,3201.39,5912,1478
22185,2193.96,5916,1479
22200,2780.39,5920,1480
22215,1507.02,5924,1481
22230,2342.09,5928,1482
22245,2449.13,5932,1483
22260,1019.98,5936,1484
22275,2835.5,5940,1485
22290,1109.89,5944,1486
22305,909.26,5948,1487
22320,3139.82,5952,1488
22335,2732.26,5956,1489
22350,811.97,5960,1490
22365,2380.31,5964,1491
22380,1634.56,5968,1492
22395,3294.19,5972,1493
22410,2606.76,5976,1494
22425,873.39,5980,1495
22440,1225.98,5984,1496
22455,2732.17,5988,1497
22470,3116.98,5992,1498
22485,2013.73,5996,1499
22500,2205.34,6000,1500
22515,3192.88,6004,1501
22530,3732,6008,1502
22545,1480.69,6012,1503
22560,2564.33,6016,1504
22575,942.5,6020,1505
22590,2821.82,6024,1506
22605,3061.2,6028,1507
22620,760.68,6032,1508
22635,3998.54,6036,1509
22650,3033.38,6040,1510
22665,1192.35,6044,1511
22680,3191.81,6048,1512
22695,2851.91,6052,1513
22710,3382.66,6056,1514
22725,866.07,6060,1515
22740,3562.47,6064,1516
22755,1662.95,6068,1517
22770,2005.34,6072,1518
22785,1770.23,6076,1519
22800,2563.26,6080,1520
22815,968.05,6084,1521
22830,1672.76,6088,1522
22845,873.71,6092,1523
22860,1397.23,6096,1524
22875,3264.52,6100,1525
22890,3998.03,6104,1526
22905,3040.77,6108,1527
22920,1236.79,6112,1528
22935,3559.01,6116,1529
22950,3745.86,6120,1530
22965,1806.3,6124,1531
22980,2344.85,6128,1532
22995,3769.12,6132,1533
23010,2283.21,6136,1534
23025,1372.32,6140,1535
23040,1603.95,6144,1536
23055,3763.54,6148,1537
23070,1822.23,6152,1538
23085,3483.95,6156,1539
23100,3225.55,6160,1540
23115,1873.59,6164,1541
23130,2731.72,6168,1542
23145,1181.91,6172,1543
23160,3046.69,6176,1544
23175,1370.63,6180,1545
23190,1270.22,6184,1546
23205,3980.82,6188,1547
23220,3927.67,6192,1548
23235,3674.83,6196,1549
23250,3879.34,6200,1550
23265,3671.13,6204,1551
23280,2109.44,6208,1552
23295,1667.13,6212,1553
23310,3483.24,6216,1554
23325,2977.51,6220,1555
23340,3784.37,6224,1556
23355,861.18,6228,1557
23370,1805.45,6232,1558
23385,1115.19,6236,1559
23400,1399.9,6240,1560
23415,1247.77,6244,1561
23430,3964.56,6248,1562
23445,3280.5,6252,1563
23460,2723.23,6256,1564
23475,3356.07,6260,1565
23490,1013.16,6264,1566
23505,2876.55,6268,1567
23520,1244.69,6272,1568
23535,3796.84,6276,1569
23550,1737.09,6280,1570
23565,2603.4,6284,1571
23580,1276.65,6288,1572
23595,1141.63,6292,1573
23610,2317.52,6296,1574
23625,1471.3,6300,1575
23640,2636.42,6304,1576
23655,2702.3,6308,1577
23670,1995.42,6312,1578
23685,2912.95,6316,1579
23700,2276.06,6320,1580
23715,3090.31,6324,1581
23730,2386.08,6328,1582
23745,2315.46,6332,1583
23760,2941.59,6336,1584
23775,3366.18,6340,1585
23790,3348.09,6344,1586
23805,1277.13,6348,1587
23820,1753.85,6352,1588
23835,791.85,6356,1589
23850,2565.92,6360,1590
23865,968.86,6364,1591
23880,1651.15,6368,1592
23895,3517.9,6372,1593
23910,1127.2,6376,1594
23925,1028.56,6380,1595
23940,2907.14,6384,1596
23955,2406.77,6388,1597
23970,1568.83,6392,1598
23985,1479.45,6396,1599
24000,3717.81,6400,1600
24015,2649.85,6404,1601
24030,3218.97,6408,1602
24045,2348.68,6412,1603
24060,1557.92,6416,1604
24075,1861.09,6420,1605
24090,2580.69,6424,1606
24105,2223.44,6428,1607
24120,2061.21,6432,1608
24135,1522.38,6436,1609
24150,1215.28,6440,1610
24165,3886,6444,1611
24180,1644.94,6448,1612
24195,1182.19,6452,1613
24210,3646.55,6456,1614
24225,2519.5,6460,1615
24240,3377.69,6464,1616
24255,3845.2,6468,1617
24270,1188.08,6472,1618
24285,2437.43,6476,1619
24300,2478.38,6480,1620
24315,1876.63,6484,1621
24330,2023.56,6488,1622
24345,3941.46,6492,1623
24360,2213.17,6496,1624
24375,1216.18,6500,1625
24390,1597.01,6504,1626
24405,3092.38,6508,1627
24420,3733.92,6512,1628
24435,1270.37,6516,1629
24450,2195.25,6520,1630
24465,3788.26,6524,1631
24480,3962.38,6528,1632
24495,2252.05,6532,1633
24510,2620.07,6536,1634
24525,1629.64,6540,1635
24540,918.48,6544,1636
24555,1302.15,6548,1637
24570,2256.31,6552,1638
24585,1179.68,6556,1639
24600,3405.96,6560,1640
24615,1305.61,6564,1641
24630,3117.74,6568,1642
24645,1893.52,6572,1643
24660,3368.36,6576,1644
24675,814.33,6580,1645
24690,3351.01,6584,1646
24705,1042.81,6588,1647
24720,3861.35,6592,1648
24735,1343.34,6596,1649
24750,1068.26,6600,1650
24765,1627.81,6604,1651
24780,3416,6608,1652
24795,1444.65,6612,1653
24810,2356.41,6616,1654
24825,3011.12,6620,1655
24840,3041.5,6624,1656
24855,3184.88,6628,1657
24870,2716.62,6632,1658
24885,1447.62,6636,1659
24900,1987.87,6640,1660
24915,3073.34,6644,1661
24930,777.22,6648,1662
24945,3268.35,6652,1663
24960,3903.83,6656,1664
24975,3678.71,6660,1665
24990,3758.35,6664,1666
25005,2526.69,6668,1667
25020,1211.79,6672,1668
25035,3668.95,6676,1669
25050,2054.09,6680,1670
25065,3042.5,6684,1671
25080,3895.01,6688,1672
25095,2207.11,6692,1673
25110,1260.2,6696,1674
25125,804.85,6700,1675
25140,2377.13,6704,1676
25155,3651.54,6708,1677
25170,3841.3,6712,1678
25185,3777.22,6716,1679
25200,3618.27,6720,1680
25215,1375.16,6724,1681
25230,3196.75,6728,1682
25245,2908.26,6732,1683
25260,983.88,6736,1684
25275,3638.15,6740,1685
25290,3206.09,6744,1686
25305,826.48,6748,1687
25320,1290.98,6752,1688
25335,1853.16,6756,1689
25350,1180.33,6760,1690
25365,1192.11,6764,1691
25380,3272.93,6768,1692
25395,2883.1,6772,1693
25410,985.59,6776,1694
25425,1227.88,6780,1695
25440,3677.14,6784,1696
25455,2597.3,6788,1697
25470,1780.4,6792,1698
25485,2409.3,6796,1699
25500,3184.82,6800,1700
25515,2202.44,6804,1701
25530,1423.71,6808,1702
25545,930.05,6812,1703
25560,2844.19,6816,1704
25575,2322.02,6820,1705
25590,3877.14,6824,1706
25605,929.2,6828,1707
25620,3283,6832,1708
25635,3718.37,6836,1709
25650,2359.77,6840,1710
25665,3751.4,6844,1711
25680,2088.39,6848,1712
25695,2907.97,6852,1713
25710,2179.68,6856,1714
25725,1703.85,6860,1715
25740,2082.77,6864,1716
25755,3046.82,6868,1717
25770,3564.43,6872,1718
25785,2398.53,6876,1719
25800,1965.72,6880,1720
25815,3353.21,6884,1721
25830,1470.85,6888,1722
25845,3719.03,6892,1723
25860,2270.71,6896,1724
25875,1120.72,6900,1725
25890,932.88,6904,1726
25905,2206.34,6908,1727
25920,1613.07,6912,1728
25935,3687.43,6916,1729
25950,3757.88,6920,1730
25965,1713.45,6924,1731
25980,2100.16,6928,1732
25995,1820.61,6932,1733
26010,1424.67,6936,1734
26025,2593.12,6940,1735
26040,1504.03,6944,1736
26055,3018.61,6948,1737
26070,3067.33,6952,1738
26085,3354.64,6956,1739
26100,2528.26,6960,1740
26115,3082.79,6964,1741
26130,3566.99,6968,1742
26145,2375.76,6972,1743
26160,1401.79,6976,1744
26175,3427.78,6980,1745
26190,1259.56,6984,1746
26205,2784.99,6988,1747
26220,2779.32,6992,1748
26235,757.41,6996,1749
26250,1802.08,7000,1750
26265,1828.33,7004,1751
26280,1455.13,7008,1752
26295,1828.62,7012,1753
26310,1948.18,7016,1754
26325,2787.5,7020,1755
26340,3684.9,7024,1756
26355,1149.48,7028,1757
26370,1999.59,7032,1758
26385,1471.48,7036,1759
26400,1646.27,7040,1760
26415,3601.56,7044,1761
26430,3612.48,7048,1762
26445,965.74,7052,1763
26460,2535.88,7056,1764
26475,3657.49,7060,1765
26490,1620.76,7064,1766
26505,1548.52,7068,1767
26520,2218.46,7072,1768
26535,1438.93,7076,1769
26550,984.17,7080,1770
26565,3946.26,7084,1771
26580,929.34,7088,1772
26595,2888.63,7092,1773
26610,1198.69,7096,1774
26625,2497.8,7100,1775
26640,1513.54,7104,1776
26655,1975.81,7108,1777
26670,3708.24,7112,1778
26685,2527.77,7116,1779
26700,1502.35,7120,1780
26715,3845.48,7124,1781
26730,1354.52,7128,1782
26745,1184.35,7132,1783
26760,2552.91,7136,1784
26775,2380.41,7140,1785
26790,2646.37,7144,1786
26805,1983.68,7148,1787
26820,1928.83,7152,1788
26835,1444.21,7156,1789
26850,2218.16,7160,1790
26865,1677.79,7164,1791
26880,3955.69,7168,1792
26895,3979.82,7172,1793
26910,1839.25,7176,1794
26925,3238.87,7180,1795
26940,2816.42,7184,1796
26955,1897.67,7188,1797
26970,1037.73,7192,1798
26985,2439.31,7196,1799
27000,1998.57,7200,1800
27015,3720.41,7204,1801
27030,862.91,7208,1802
27045,2679.14,7212,1803
27060,2250.35,7216,1804
27075,2998.06,7220,1805
27090,1060.28,7224,1806
27105,2954.92,7228,1807
27120,1118.26,7232,1808
27135,3008.03,7236,1809
27150,1232.69,7240,1810
27165,2210.77,7244,1811
27180,3748.08,7248,1812
27195,2694.92,7252,1813
27210,2688.88,7256,1814
27225,1192.9,7260,1815
27240,2844.18,7264,1816
27255,3265.41,7268,1817
27270,1500.26,7272,1818
27285,1471.78,7276,1819
27300,2935.16,7280,1820
27315,3634.69,7284,1821
27330,3130.98,7288,1822
27345,1252.42,7292,1823
27360,3488.67,7296,1824
27375,1571.16,7300,1825
27390,3556.42,7304,1826
27405,1425.72,7308,1827
27420,1964.35,7312,1828
27435,3972.68,7316,1829
27450,2292.3,7320,1830
27465,1152.39,7324,1831
27480,2997.46,7328,1832
27495,2637.14,7332,1833
27510,990.82,7336,1834
27525,1657.11,7340,1835
27540,2836.49,7344,1836
27555,2115.86,7348,1837
27570,1722.57,7352,1838
27585,2581.64,7356,1839
27600,3231.7,7360,1840
27615,1617.9,7364,1841
27630,2496.33,7368,1842
27645,2975.87,7372,1843
27660,1490.8,7376,1844
27675,2479.18,7380,1845
27690,3757.59,7384,1846
27705,2922.72,7388,1847
27720,3537.65,7392,1848
27735,1285.46,7396,1849
27750,1982.77,7400,1850
27765,2483.77,7404,1851
27780,1631.58,7408,1852
27795,1923.27,7412,1853
27810,3482.26,7416,1854
27825,2713.28,7420,1855
27840,3672.08,7424,1856
27855,1107.58,7428,1857
27870,3019.89,7432,1858
27885,1335.44,7436,1859
27900,3513.25,7440,1860
27915,3121.8,7444,1861
27930,3861.64,7448,1862
27945,819.64,7452,1863
27960,1873.48,7456,1864
27975,1933.08,7460,1865
27990,1846.32,7464,1866
28005,1869.22,7468,1867
28020,3464.5,7472,1868
28035,1965.62,7476,1869
28050,2790.54,7480,1870
28065,2509.75,7484,1871
28080,3918.02,7488,1872
28095,2746.6,7492,1873
28110,2551.44,7496,1874
28125,2344.58,7500,1875
28140,2930.12,7504,1876
28155,1042.74,7508,1877
28170,1851.19,7512,1878
28185,3059.46,7516,1879
28200,1671.23,7520,1880
28215,2646.36,7524,1881
28230,1383.64,7528,1882
28245,1834.57,7532,1883
28260,1288.28,7536,1884
28275,2367.08,7540,1885
28290,2381.65,7544,1886
28305,1326.38,7548,1887
28320,1626.13,7552,1888
28335,1582.21,7556,1889
28350,3230.29,7560,1890
28365,1627.46,7564,1891
28380,2477.32,7568,1892
28395,3386.03,7572,1893
28410,2137.63,7576,1894
28425,3550.67,7580,1895
28440,2420.64,7584,1896
28455,1639.9,7588,1897
28470,1220.27,7592,1898
28485,2357.21,7596,1899
28500,3036.05,7600,1900
28515,1548.81,7604,1901
28530,1977.35,7608,1902
28545,2376.46,7612,1903
28560,821.87,7616,1904
28575,3719.6,7620,1905
28590,2554.64,7624,1906
28605,3957.61,7628,1907
28620,3595.52,7632,1908
28635,3878.19,7636,1909
28650,2527.05,7640,1910
28665,3997.3,7644,1911
28680,2089.19,7648,1912
28695,763.55,7652,1913
28710,2751.58,7656,1914
28725,880.84,7660,1915
28740,2408.85,7664,1916
28755,3292.64,7668,1917
28770,2560.15,7672,1918
28785,3213.07,7676,1919
28800,789.29,7680,1920
28815,993.13,7684,1921
28830,3236.7,7688,1922
28845,2829.67,7692,1923
28860,2478.13,7696,1924
28875,1929.4,7700,1925
28890,3408.84,7704,1926
28905,3647.65,7708,1927
28920,2244.46,7712,1928
28935,2345.97,7716,1929
28950,2527.95,7720,1930
28965,1950.24,7724,1931
28980,2594.83,7728,1932
28995,970.89,7732,1933
29010,2458.41,7736,1934
29025,3913.88,7740,1935
29040,2719.93,7744,1936
29055,1917.86,7748,1937
29070,2106.52,7752,1938
29085,2989.26,7756,1939
29100,3369.78,7760,1940
29115,1565.88,7764,1941
29130,2145.13,7768,1942
29145,1252.3,7772,1943
29160,1892.6,7776,1944
29175,2539.52,7780,1945
29190,3662.51,7784,1946
29205,2641.03,7788,1947
29220,2333.25,7792,1948
29235,895.33,7796,1949
29250,1862.79,7800,1950
29265,2314.98,7804,1951
29280,3719.97,7808,1952
29295,3980.93,7812,1953
29310,786.43,7816,1954
29325,839.33,7820,1955
29340,1291.8,7824,1956
29355,2555.8,7828,1957
29370,2407.76,7832,1958
29385,2122.47,7836,1959
29400,1889.41,7840,1960
29415,1609.66,7844,1961
29430,1112.04,7848,1962
29445,3802.59,7852,1963
29460,1354.94,7856,1964
29475,3146.5,7860,1965
29490,2228.1,7864,1966
29505,3930.04,7868,1967
29520,2738.88,7872,1968
29535,3970.56,7876,1969
29550,1849.09,7880,1970
29565,1214.02,7884,1971
29580,1042.32,7888,1972
29595,887.4,7892,1973
29610,2985.37,7896,1974
29625,3095.51,7900,1975
29640,3829.65,7904,1976
29655,1514.01,7908,1977
29670,1729.54,7912,1978
29685,2585.19,7916,1979
29700,3228.81,7920,1980
29715,3049.54,7924,1981
29730,2153.01,7928,1982
29745,2176.15,7932,1983
29760,979.74,7936,1984
29775,2892.27,7940,1985
29790,3854.02,7944,1986
29805,2360.88,7948,1987
29820,2815.15,7952,1988
29835,2352.58,7956,1989
29850,3063.67,7960,1990
29865,2447.31,7964,1991
29880,2334.74,7968,1992
29895,1386.57,7972,1993
29910,3331.51,7976,1994
29925,3819.85,7980,1995
29940,3322.28,7984,1996
29955,3518.66,7988,1997
29970,3527.84,7992,1998
29985,2222.48,7996,1999
30000,1238.82,8000,2000
30015,813.8,8004,2001
30030,3865.07,8008,2002
30045,2431.06,8012,2003
30060,1381.47,8016,2004
30075,2238.88,8020,2005
30090,1672.32,8024,2006
30105,2829.15,8028,2007
30120,1298.28,8032,2008
30135,2717.18,8036,2009
30150,2089.95,8040,2010
30165,2243.22,8044,2011
30180,1137.98,8048,2012
30195,2469.35,8052,2013
30210,3527.84,8056,2014
30225,2925.81,8060,2015
30240,1483.4,8064,2016
30255,2864.45,8068,2017
30270,3162.22,8072,2018
30285,1339.5,8076,2019
30300,3777.5,8080,2020
30315,2449.54,8084,2021
30330,1853.48,8088,2022
30345,2024.08,8092,2023
30360,817.5,8096,2024
30375,1685.79,8100,2025
30390,3153.08,8104,2026
30405,2937.5,8108,2027
30420,3670.77,8112,2028
30435,3970.25,8116,2029
30450,1035.53,8120,2030
30465,2644.61,8124,2031
30480,832.94,8128,2032
30495,3090.1,8132,2033
30510,2347.13,8136,2034
30525,3706.06,8140,2035
30540,2531.14,8144,2036
30555,3553.37,8148,2037
30570,2751.25,8152,2038
30585,3565.66,8156,2039
30600,2839.2,8160,2040
30615,3700.89,8164,2041
30630,1674.59,8168,2042
30645,3033.07,8172,2043
30660,3804.02,8176,2044
30675,1181.98,8180,2045
30690,1011.88,8184,2046
30705,3832.62,8188,2047
30720,3685.86,8192,2048
30735,1452.72,8196,2049
30750,2075.2,8200,2050
30765,1695.2,8204,2051
30780,3953.71,8208,2052
30795,1842.52,8212,2053
30810,1158.88,8216,2054
30825,3283.13,8220,2055
30840,1515.9,8224,2056
30855,3074.76,8228,2057
30870,858.36,8232,2058
30885,2254.83,8236,2059
30900,1654.38,8240,2060
30915,3209.4,8244,2061
30930,2212.94,8248,2062
30945,3096.65,8252,2063
30960,3956.34,8256,2064
30975,3987.54,8260,2065
30990,3274.12,8264,2066
31005,1651.67,8268,2067
31020,1783.23,8272,2068
31035,3995.12,8276,2069
31050,3724.43,8280,2070
31065,3138.62,8284,2071
31080,866.69,8288,2072
31095,3982.89,8292,2073
31110,3312.38,8296,2074
31125,2028.28,8300,2075
31140,1971.74,8304,2076
31155,3742.59,8308,2077
31170,2367.27,8312,2078
31185,784.7,8316,2079
31200,1397.49,8320,2080
31215,1251.76,8324,2081
31230,867.54,8328,2082
31245,2868.59,8332,2083
31260,2510.31,8336,2084
31275,1517.28,8340,2085
31290,2934.6,8344,2086
31305,3069.15,8348,2087
31320,2231.92,8352,2088
31335,3190.11,8356,2089
31350,2232.16,8360,2090
31365,3396.68,8364,2091
31380,1175.83,8368,2092
31395,3200.48,8372,2093
31410,1655.33,8376,2094
31425,899.2,8380,2095
31440,3532.16,8384,2096
31455,1126.28,8388,2097
31470,1068.35,8392,2098
31485,1814.38,8396,2099
31500,2301.93,8400,2100
31515,3940.97,8404,2101
31530,2986.96,8408,2102
31545,910.82,8412,2103
31560,2998.32,8416,2104
31575,3017.59,8420,2105
31590,3561.24,8424,2106
31605,908.29,8428,2107
31620,1730.8,8432,2108
31635,1813.55,8436,2109
31650,1858.87,8440,2110
31665,2696.74,8444,2111
31680,2264.3,8448,2112
31695,2484.36,8452,2113
31710,1185.46,8456,2114
31725,3340.73,8460,2115
31740,3594.87,8464,2116
31755,1370.92,8468,2117
31770,2666.09,8472,2118
31785,1061.23,8476,2119
31800,2395.38,8480,2120
31815,1563.23,8484,2121
31830,1234.8,8488,2122
31845,3500.57,8492,2123
31860,1160.94,8496,2124
31875,3354.93,8500,2125
31890,1790.33,8504,2126
31905,2049.8,8508,2127
31920,2257.93,8512,2128
31935,2658.41,8516,2129
31950,3269.09,8520,2130
31965,2831.16,8524,2131
31980,3964.98,8528,2132
31995,3369.5,8532,2133
32010,2844.99,8536,2134
32025,2134.79,8540,2135
32040,1719.14,8544,2136
32055,1277.39,8548,2137
32070,2970.23,8552,2138
32085,2250.15,8556,2139
32100,3324,8560,2140
32115,3726.93,8564,2141
32130,3916.04,8568,2142
32145,3293.88,8572,2143
32160,1520.39,8576,2144
32175,3860.65,8580,2145
32190,2268.19,8584,2146
32205,3753.34,8588,2147
32220,2876.94,8592,2148
32235,972.11,8596,2149
32250,3487.52,8600,2150
32265,3142.86,8604,2151
32280,2158.17,8608,2152
32295,2667.21,8612,2153
32310,2767.06,8616,2154
32325,1235.85,8620,2155
32340,956.62,8624,2156
32355,2145.13,8628,2157
32370,2226.26,8632,2158
32385,1148.86,8636,2159
32400,1985.41,8640,2160
32415,982.67,8644,2161
32430,1316.96,8648,2162
32445,3011.47,8652,2163
32460,1357.95,8656,2164
32475,880.63,8660,2165
32490,1679.47,8664,2166
32505,2094.55,8668,2167
32520,1653.01,8672,2168
32535,3295.16,8676,2169
32550,3566.75,8680,2170
32565,2872.21,8684,2171
32580,1069.36,8688,2172
32595,2977.43,8692,2173
32610,2658.69,8696,2174
32625,3503.55,8700,2175
32640,1505.18,8704,2176
32655,2920.68,8708,2177
32670,2704.53,8712,2178
32685,1584.39,8716,2179
32700,2894.22,8720,2180
32715,3415.82,8724,2181
32730,3427.06,8728,2182
32745,3682.13,8732,2183
