PaymentID,PaymentDate,Type,Amount,RentID
2059,2019-05-16,Rent Expense,2226.26,17370
2060,2019-05-16,Rent Expense,1148.86,17385
2061,2019-05-16,Rent Expense,1985.41,17400
2062,2019-05-16,Rent Expense,982.67,17415
2063,2019-05-16,Rent Expense,1316.96,17430
2064,2019-05-16,Rent Expense,3011.47,17445
2065,2019-05-16,Rent Expense,1357.95,17460
2066,2019-05-16,Rent Expense,880.63,17475
2067,2019-05-16,Rent Expense,1679.47,17490
2068,2019-05-16,Rent Expense,2094.55,17505
2069,2019-05-16,Rent Expense,1653.01,17520
2070,2019-05-16,Rent Expense,3295.16,17535
2071,2019-05-16,Rent Expense,3566.75,17550
2072,2019-05-16,Rent Expense,2872.21,17565
2073,2019-05-16,Rent Expense,1069.36,17580
2074,2019-05-16,Rent Expense,2977.43,17595
2075,2019-05-16,Rent Expense,2658.69,17610
2076,2019-05-16,Rent Expense,3503.55,17625
2077,2019-05-16,Rent Expense,1505.18,17640
2078,2019-05-16,Rent Expense,2920.68,17655
2079,2019-05-16,Rent Expense,2704.53,17670
2080,2019-05-16,Rent Expense,1584.39,17685
2081,2019-05-16,Rent Expense,2894.22,17700
2082,2019-05-16,Rent Expense,3415.82,17715
2083,2019-05-16,Rent Expense,3427.06,17730
2084,2019-05-16,Rent Expense,3682.13,17745
2085,2019-05-16,Rent Expense,2152.39,17760
2086,2019-05-16,Rent Expense,1952.85,17775
2087,2019-05-16,Rent Expense,3107.14,17790
2088,2019-05-16,Rent Expense,1056.68,17805
2089,2019-05-16,Rent Expense,1336.81,17820
2090,2019-05-16,Rent Expense,2206.1,17835
2091,2019-05-16,Rent Expense,1175.24,17850
2092,2019-05-16,Rent Expense,2643.99,17865
2093,2019-05-16,Rent Expense,3324.46,17880
2094,2019-05-16,Rent Expense,1215.85,17895
2095,2019-05-16,Rent Expense,1820.7,17910
2096,2019-05-16,Rent Expense,2982.17,17925
2097,2019-05-16,Rent Expense,2001.28,17940
2098,2019-05-16,Rent Expense,1139.78,17955
2099,2019-05-16,Rent Expense,1663.5,17970
2100,2019-05-16,Rent Expense,815.17,17985
2101,2019-05-16,Rent Expense,2441.22,18000
2102,2019-05-16,Rent Expense,1321.19,18015
2103,2019-05-16,Rent Expense,3096.8,18030
2104,2019-05-16,Rent Expense,1146.3,18045
2105,2019-05-16,Rent Expense,2068.53,18060
2106,2019-05-16,Rent Expense,3348.19,18075
2107,2019-05-16,Rent Expense,3795.32,18090
2108,2019-05-16,Rent Expense,1749.38,18105
2109,2019-05-16,Rent Expense,2703.58,18120
2110,2019-05-16,Rent Expense,2171.11,18135
2111,2019-05-16,Rent Expense,3879.73,18150
2112,2019-05-16,Rent Expense,2675.58,18165
2113,2019-05-16,Rent Expense,3953.61,18180
2114,2019-05-16,Rent Expense,2593.19,18195
2115,2019-05-16,Rent Expense,1916.15,18210
2116,2019-05-16,Rent Expense,2112.54,18225
2117,2019-05-16,Rent Expense,3690.02,18240
2118,2019-05-16,Rent Expense,844.21,18255
2119,2019-05-16,Rent Expense,2635.42,18270
2120,2019-05-16,Rent Expense,796.19,18285
2121,2019-05-16,Rent Expense,2933.98,18300
2122,2019-05-16,Rent Expense,1932.15,18315
2123,2019-05-16,Rent Expense,2677.72,18330
2124,2019-05-16,Rent Expense,2437.25,18345
2125,2019-05-16,Rent Expense,1173,18360
2126,2019-05-16,Rent Expense,2603.12,18375
2127,2019-05-16,Rent Expense,2742.83,18390
2128,2019-05-16,Rent Expense,1858.3,18405
2129,2019-05-16,Rent Expense,1351.41,18420
2130,2019-05-16,Rent Expense,3121.85,18435
2131,2019-05-16,Rent Expense,3607.65,18450
2132,2019-05-16,Rent Expense,2679.2,18465
2133,2019-05-16,Rent Expense,2377.78,18480
2134,2019-05-16,Rent Expense,2428.97,18495
2135,2019-05-16,Rent Expense,1167.54,18510
2136,2019-05-16,Rent Expense,1271.99,18525
2137,2019-05-16,Rent Expense,936.02,18540
2138,2019-05-16,Rent Expense,2956.89,18555
2139,2019-05-16,Rent Expense,1840.01,18570
2140,2019-05-16,Rent Expense,1329.81,18585
2141,2019-05-16,Rent Expense,3121.93,18600
2142,2019-05-16,Rent Expense,3844.49,18615
2143,2019-05-16,Rent Expense,3929.05,18630
2144,2019-05-16,Rent Expense,1350.74,18645
2145,2019-05-16,Rent Expense,3935.22,18660
2146,2019-05-16,Rent Expense,1991.31,18675
2147,2019-05-16,Rent Expense,2377.94,18690
2148,2019-05-16,Rent Expense,1444.11,18705
2149,2019-05-16,Rent Expense,2136.67,18720
2150,2019-05-16,Rent Expense,2613.69,18735
2151,2019-05-16,Rent Expense,1125.87,18750
2152,2019-05-16,Rent Expense,2194.69,18765
2153,2019-05-16,Rent Expense,3315.84,18780
2154,2019-05-16,Rent Expense,2451.17,18795
2155,2019-05-16,Rent Expense,3062.26,18810
2156,2019-05-16,Rent Expense,2110.68,18825
2157,2019-05-16,Rent Expense,3865.72,18840
2158,2019-05-16,Rent Expense,3812.83,18855
2159,2019-05-16,Rent Expense,2703.55,18870
2160,2019-05-16,Rent Expense,3386.35,18885
2161,2019-05-16,Rent Expense,790.19,18900
2162,2019-05-16,Rent Expense,908.89,18915
2163,2019-05-16,Rent Expense,1291.71,18930
2164,2019-05-16,Rent Expense,2328.49,18945
2165,2019-05-16,Rent Expense,1076.65,18960
2166,2019-05-16,Rent Expense,2013.74,18975
2167,2019-05-16,Rent Expense,1957.53,18990
2168,2019-05-16,Rent Expense,3185.44,19005
2169,2019-05-16,Rent Expense,2342.52,19020
2170,2019-05-16,Rent Expense,2185.26,19035
2171,2019-05-16,Rent Expense,3242.9,19050
2172,2019-05-16,Rent Expense,2500.22,19065
2173,2019-05-16,Rent Expense,2382.6,19080
2174,2019-05-16,Rent Expense,3130.1,19095
2175,2019-05-16,Rent Expense,1795.28,19110
2176,2019-05-16,Rent Expense,2302.36,19125
2177,2019-05-16,Rent Expense,828.27,19140
2178,2019-05-16,Rent Expense,3031.41,19155
2179,2019-05-16,Rent Expense,3714,19170
2180,2019-05-16,Rent Expense,2310.14,19185
2181,2019-05-16,Rent Expense,969.87,19200
2182,2019-05-16,Rent Expense,3602,19215
2183,2019-05-16,Rent Expense,3951.09,19230
2184,2019-05-16,Rent Expense,1657.12,19245
2185,2019-05-16,Rent Expense,3714.16,19260
2186,2019-05-16,Rent Expense,1524.86,19275
2187,2019-05-16,Rent Expense,3510.68,19290
2188,2019-05-16,Rent Expense,2230.5,19305
2189,2019-05-16,Rent Expense,3225.89,19320
2190,2019-05-16,Rent Expense,1674.92,19335
2191,2019-05-16,Rent Expense,1059.27,19350
2192,2019-05-16,Rent Expense,831.36,19365
2193,2019-05-16,Rent Expense,2507.81,19380
2194,2019-05-16,Rent Expense,2229.61,19395
2195,2019-05-16,Rent Expense,1506.01,19410
2196,2019-05-16,Rent Expense,2108.34,19425
2197,2019-05-16,Rent Expense,890.1,19440
2198,2019-05-16,Rent Expense,2372.48,19455
2199,2019-05-16,Rent Expense,2699.2,19470
2200,2019-05-16,Rent Expense,2638.04,19485
2201,2019-05-16,Rent Expense,3203.78,19500
2202,2019-05-16,Rent Expense,2628.82,19515
2203,2019-05-16,Rent Expense,3118.12,19530
2204,2019-05-16,Rent Expense,2426.77,19545
2205,2019-05-16,Rent Expense,1787.08,19560
2206,2019-05-16,Rent Expense,2335.69,19575
2207,2019-05-16,Rent Expense,2498.73,19590
2208,2019-05-16,Rent Expense,1429.03,19605
2209,2019-05-16,Rent Expense,3958.43,19620
2210,2019-05-16,Rent Expense,2651.91,19635
2211,2019-05-16,Rent Expense,3711.79,19650
2212,2019-05-16,Rent Expense,1448.5,19665
2213,2019-05-16,Rent Expense,1035.97,19680
2214,2019-05-16,Rent Expense,3599.94,19695
2215,2019-05-16,Rent Expense,983.71,19710
2216,2019-05-16,Rent Expense,2000.21,19725
2217,2019-05-16,Rent Expense,1720.91,19740
2218,2019-05-16,Rent Expense,3799.85,19755
2219,2019-05-16,Rent Expense,2050.08,19770
2220,2019-05-16,Rent Expense,2844.24,19785
2221,2019-05-16,Rent Expense,805.88,19800
2222,2019-05-16,Rent Expense,3160.1,19815
2223,2019-05-16,Rent Expense,3940.33,19830
2224,2019-05-16,Rent Expense,2032.3,19845
2225,2019-05-16,Rent Expense,3370.76,19860
2226,2019-05-16,Rent Expense,2373.78,19875
2227,2019-05-16,Rent Expense,1893.22,19890
2228,2019-05-16,Rent Expense,1423.25,19905
2229,2019-05-16,Rent Expense,1426.83,19920
2230,2019-05-16,Rent Expense,1436.46,19935
2231,2019-05-16,Rent Expense,2864.83,19950
2232,2019-05-16,Rent Expense,1053.19,19965
2233,2019-05-16,Rent Expense,2661.24,19980
2234,2019-05-16,Rent Expense,2666.57,19995
2235,2019-05-16,Rent Expense,3844.52,20010
2236,2019-05-16,Rent Expense,3946.83,20025
2237,2019-05-16,Rent Expense,2700.41,20040
2238,2019-05-16,Rent Expense,2122.07,20055
2239,2019-05-16,Rent Expense,2842.9,20070
2240,2019-05-16,Rent Expense,2285.5,20085
2241,2019-05-16,Rent Expense,3277.79,20100
2242,2019-05-16,Rent Expense,2847.42,20115
2243,2019-05-16,Rent Expense,1050.09,20130
2244,2019-05-16,Rent Expense,1660.88,20145
2245,2019-05-16,Rent Expense,1030.86,20160
2246,2019-05-16,Rent Expense,2419.98,20175
2247,2019-05-16,Rent Expense,1053.5,20190
2248,2019-05-16,Rent Expense,1318.03,20205
2249,2019-05-16,Rent Expense,1493.23,20220
2250,2019-05-16,Rent Expense,1680.67,20235
2251,2019-05-16,Rent Expense,2106.94,20250
2252,2019-05-16,Rent Expense,3707.89,20265
2253,2019-05-16,Rent Expense,1677.12,20280
2254,2019-05-16,Rent Expense,3814.92,20295
2255,2019-05-16,Rent Expense,1047.54,20310
2256,2019-05-16,Rent Expense,1408.12,20325
2257,2019-05-16,Rent Expense,1591.65,20340
2258,2019-05-16,Rent Expense,3282,20355
2259,2019-05-16,Rent Expense,807.52,20370
2260,2019-05-16,Rent Expense,3901.37,20385
2261,2019-05-16,Rent Expense,3006.16,20400
2262,2019-05-16,Rent Expense,3995.39,20415
2263,2019-05-16,Rent Expense,2664.11,20430
2264,2019-05-16,Rent Expense,3186.29,20445
2265,2019-05-16,Rent Expense,2584.5,20460
2266,2019-05-16,Rent Expense,1468.14,20475
2267,2019-05-16,Rent Expense,2928.16,20490
2268,2019-05-16,Rent Expense,1404.68,20505
2269,2019-05-16,Rent Expense,3740.67,20520
2270,2019-05-16,Rent Expense,997.25,20535
2271,2019-05-16,Rent Expense,1960.43,20550
2272,2019-05-16,Rent Expense,1974.22,20565
2273,2019-05-16,Rent Expense,1407.79,20580
2274,2019-05-16,Rent Expense,892.1,20595
2275,2019-05-16,Rent Expense,1026.99,20610
2276,2019-05-16,Rent Expense,2713.06,20625
2277,2019-05-16,Rent Expense,797.8,20640
2278,2019-05-16,Rent Expense,1041.07,20655
2279,2019-05-16,Rent Expense,964.89,20670
2280,2019-05-16,Rent Expense,2736.39,20685
2281,2019-05-16,Rent Expense,2478.42,20700
2282,2019-05-16,Rent Expense,2108.54,20715
2283,2019-05-16,Rent Expense,2783.38,20730
2284,2019-05-16,Rent Expense,3200.85,20745
2285,2019-05-16,Rent Expense,2513.69,20760
2286,2019-05-16,Rent Expense,2329.82,20775
2287,2019-05-16,Rent Expense,1910.35,20790
2288,2019-05-16,Rent Expense,817.5,20805
2289,2019-05-16,Rent Expense,2117.19,20820
2290,2019-05-16,Rent Expense,3479.1,20835
2291,2019-05-16,Rent Expense,1114.5,20850
2292,2019-05-16,Rent Expense,3251.22,20865
2293,2019-05-16,Rent Expense,1438.92,20880
2294,2019-05-16,Rent Expense,3126.41,20895
2295,2019-05-16,Rent Expense,1456.24,20910
2296,2019-05-16,Rent Expense,1046.66,20925
2297,2019-05-16,Rent Expense,1238.81,20940
2298,2019-05-16,Rent Expense,827.35,20955
2299,2019-05-16,Rent Expense,1869.36,20970
2300,2019-05-16,Rent Expense,1413.56,20985
2301,2019-05-16,Rent Expense,3077.69,21000
2302,2019-05-16,Rent Expense,2599.27,21015
2303,2019-05-16,Rent Expense,2905.6,21030
2304,2019-05-16,Rent Expense,3001.75,21045
2305,2019-05-16,Rent Expense,3464.94,21060
2306,2019-05-16,Rent Expense,2839.19,21075
2307,2019-05-16,Rent Expense,1111.03,21090
2308,2019-05-16,Rent Expense,1449.19,21105
2309,2019-05-16,Rent Expense,2067.12,21120
2310,2019-05-16,Rent Expense,2819.09,21135
2311,2019-05-16,Rent Expense,2649.24,21150
2312,2019-05-16,Rent Expense,1283.89,21165
2313,2019-05-16,Rent Expense,2197.21,21180
2314,2019-05-16,Rent Expense,1146.22,21195
2315,2019-05-16,Rent Expense,2826.35,21210
2316,2019-05-16,Rent Expense,2570.97,21225
2317,2019-05-16,Rent Expense,3579.94,21240
2318,2019-05-16,Rent Expense,1462.21,21255
2319,2019-05-16,Rent Expense,2822.92,21270
2320,2019-05-16,Rent Expense,2119.66,21285
2321,2019-05-16,Rent Expense,2440.66,21300
2322,2019-05-16,Rent Expense,2648.99,21315
2323,2019-05-16,Rent Expense,3032.51,21330
2324,2019-05-16,Rent Expense,2866.26,21345
2325,2019-05-16,Rent Expense,1948.23,21360
2326,2019-05-16,Rent Expense,2962.73,21375
2327,2019-05-16,Rent Expense,2861.48,21390
2328,2019-05-16,Rent Expense,3406.77,21405
2329,2019-05-16,Rent Expense,1563.09,21420
2330,2019-05-16,Rent Expense,2557.28,21435
2331,2019-05-16,Rent Expense,2177.66,21450
2332,2019-05-16,Rent Expense,3140.17,21465
2333,2019-05-16,Rent Expense,3619.22,21480
2334,2019-05-16,Rent Expense,994.25,21495
2335,2019-05-16,Rent Expense,3861.76,21510
2336,2019-05-16,Rent Expense,3100.66,21525
2337,2019-05-16,Rent Expense,1229.76,21540
2338,2019-05-16,Rent Expense,1197.46,21555
2339,2019-05-16,Rent Expense,1053.1,21570
2340,2019-05-16,Rent Expense,1155.67,21585
2341,2019-05-16,Rent Expense,958.71,21600
2342,2019-05-16,Rent Expense,3354.16,21615
2343,2019-05-16,Rent Expense,1271.98,21630
2344,2019-05-16,Rent Expense,1663.77,21645
2345,2019-05-16,Rent Expense,792.13,21660
2346,2019-05-16,Rent Expense,3280.22,21675
2347,2019-05-16,Rent Expense,2855,21690
2348,2019-05-16,Rent Expense,2832.91,21705
2349,2019-05-16,Rent Expense,3134.58,21720
2350,2019-05-16,Rent Expense,2837.8,21735
2351,2019-05-16,Rent Expense,1153.79,21750
2352,2019-05-16,Rent Expense,1221.5,21765
2353,2019-05-16,Rent Expense,1865.92,21780
2354,2019-05-16,Rent Expense,2050.26,21795
2355,2019-05-16,Rent Expense,1900.32,21810
2356,2019-05-16,Rent Expense,1117.91,21825
2357,2019-05-16,Rent Expense,783.45,21840
2358,2019-05-16,Rent Expense,3249.75,21855
2359,2019-05-16,Rent Expense,2994.77,21870
2360,2019-05-16,Rent Expense,1936.77,21885
2361,2019-05-16,Rent Expense,3168.65,21900
2362,2019-05-16,Rent Expense,3920.12,21915
2363,2019-05-16,Rent Expense,2909.81,21930
2364,2019-05-16,Rent Expense,1917.39,21945
2365,2019-05-16,Rent Expense,2902.64,21960
2366,2019-05-16,Rent Expense,2996.92,21975
2367,2019-05-16,Rent Expense,3258.6,21990
2368,2019-05-16,Rent Expense,2832.83,22005
2369,2019-05-16,Rent Expense,2686.69,22020
2370,2019-05-16,Rent Expense,1796.89,22035
2371,2019-05-16,Rent Expense,2570.97,22050
2372,2019-05-16,Rent Expense,1964.61,22065
2373,2019-05-16,Rent Expense,895.06,22080
2374,2019-05-16,Rent Expense,2186.29,22095
2375,2019-05-16,Rent Expense,3032.98,22110
2376,2019-05-16,Rent Expense,1441.4,22125
2377,2019-05-16,Rent Expense,2928.51,22140
2378,2019-05-16,Rent Expense,2903.47,22155
2379,2019-05-16,Rent Expense,3201.39,22170
2380,2019-05-16,Rent Expense,2193.96,22185
2381,2019-05-16,Rent Expense,2780.39,22200
2382,2019-05-16,Rent Expense,1507.02,22215
2383,2019-05-16,Rent Expense,2342.09,22230
2384,2019-05-16,Rent Expense,2449.13,22245
2385,2019-05-16,Rent Expense,1019.98,22260
2386,2019-05-16,Rent Expense,2835.5,22275
2387,2019-05-16,Rent Expense,1109.89,22290
2388,2019-05-16,Rent Expense,909.26,22305
2389,2019-05-16,Rent Expense,3139.82,22320
2390,2019-05-16,Rent Expense,2732.26,22335
2391,2019-05-16,Rent Expense,811.97,22350
2392,2019-05-16,Rent Expense,2380.31,22365
2393,2019-05-16,Rent Expense,1634.56,22380
2394,2019-05-16,Rent Expense,3294.19,22395
2395,2019-05-16,Rent Expense,2606.76,22410
2396,2019-05-16,Rent Expense,873.39,22425
2397,2019-05-16,Rent Expense,1225.98,22440
2398,2019-05-16,Rent Expense,2732.17,22455
2399,2019-05-16,Rent Expense,3116.98,22470
2400,2019-05-16,Rent Expense,2013.73,22485
2401,2019-05-16,Rent Expense,2205.34,22500
2402,2019-05-16,Rent Expense,3192.88,22515
2403,2019-05-16,Rent Expense,3732,22530
2404,2019-05-16,Rent Expense,1480.69,22545
2405,2019-05-16,Rent Expense,2564.33,22560
2406,2019-05-16,Rent Expense,942.5,22575
2407,2019-05-16,Rent Expense,2821.82,22590
2408,2019-05-16,Rent Expense,3061.2,22605
2409,2019-05-16,Rent Expense,760.68,22620
2410,2019-05-16,Rent Expense,3998.54,22635
2411,2019-05-16,Rent Expense,3033.38,22650
2412,2019-05-16,Rent Expense,1192.35,22665
2413,2019-05-16,Rent Expense,3191.81,22680
2414,2019-05-16,Rent Expense,2851.91,22695
2415,2019-05-16,Rent Expense,3382.66,22710
2416,2019-05-16,Rent Expense,866.07,22725
2417,2019-05-16,Rent Expense,3562.47,22740
2418,2019-05-16,Rent Expense,1662.95,22755
2419,2019-05-16,Rent Expense,2005.34,22770
2420,2019-05-16,Rent Expense,1770.23,22785
2421,2019-05-16,Rent Expense,2563.26,22800
2422,2019-05-16,Rent Expense,968.05,22815
2423,2019-05-16,Rent Expense,1672.76,22830
2424,2019-05-16,Rent Expense,873.71,22845
2425,2019-05-16,Rent Expense,1397.23,22860
2426,2019-05-16,Rent Expense,3264.52,22875
2427,2019-05-16,Rent Expense,3998.03,22890
2428,2019-05-16,Rent Expense,3040.77,22905
2429,2019-05-16,Rent Expense,1236.79,22920
2430,2019-05-16,Rent Expense,3559.01,22935
2431,2019-05-16,Rent Expense,3745.86,22950
2432,2019-05-16,Rent Expense,1806.3,22965
2433,2019-05-16,Rent Expense,2344.85,22980
2434,2019-05-16,Rent Expense,3769.12,22995
2435,2019-05-16,Rent Expense,2283.21,23010
2436,2019-05-16,Rent Expense,1372.32,23025
2437,2019-05-16,Rent Expense,1603.95,23040
2438,2019-05-16,Rent Expense,3763.54,23055
2439,2019-05-16,Rent Expense,1822.23,23070
2440,2019-05-16,Rent Expense,3483.95,23085
2441,2019-05-16,Rent Expense,3225.55,23100
2442,2019-05-16,Rent Expense,1873.59,23115
2443,2019-05-16,Rent Expense,2731.72,23130
2444,2019-05-16,Rent Expense,1181.91,23145
2445,2019-05-16,Rent Expense,3046.69,23160
2446,2019-05-16,Rent Expense,1370.63,23175
2447,2019-05-16,Rent Expense,1270.22,23190
2448,2019-05-16,Rent Expense,3980.82,23205
2449,2019-05-16,Rent Expense,3927.67,23220
2450,2019-05-16,Rent Expense,3674.83,23235
2451,2019-05-16,Rent Expense,3879.34,23250
2452,2019-05-16,Rent Expense,3671.13,23265
2453,2019-05-16,Rent Expense,2109.44,23280
2454,2019-05-16,Rent Expense,1667.13,23295
2455,2019-05-16,Rent Expense,3483.24,23310
2456,2019-05-16,Rent Expense,2977.51,23325
2457,2019-05-16,Rent Expense,3784.37,23340
2458,2019-05-16,Rent Expense,861.18,23355
2459,2019-05-16,Rent Expense,1805.45,23370
2460,2019-05-16,Rent Expense,1115.19,23385
2461,2019-05-16,Rent Expense,1399.9,23400
2462,2019-05-16,Rent Expense,1247.77,23415
2463,2019-05-16,Rent Expense,3964.56,23430
2464,2019-05-16,Rent Expense,3280.5,23445
2465,2019-05-16,Rent Expense,2723.23,23460
2466,2019-05-16,Rent Expense,3356.07,23475
2467,2019-05-16,Rent Expense,1013.16,23490
2468,2019-05-16,Rent Expense,2876.55,23505
2469,2019-05-16,Rent Expense,1244.69,23520
2470,2019-05-16,Rent Expense,3796.84,23535
2471,2019-05-16,Rent Expense,1737.09,23550
2472,2019-05-16,Rent Expense,2603.4,23565
2473,2019-05-16,Rent Expense,1276.65,23580
2474,2019-05-16,Rent Expense,1141.63,23595
2475,2019-05-16,Rent Expense,2317.52,23610
2476,2019-05-16,Rent Expense,1471.3,23625
2477,2019-05-16,Rent Expense,2636.42,23640
2478,2019-05-16,Rent Expense,2702.3,23655
2479,2019-05-16,Rent Expense,1995.42,23670
2480,2019-05-16,Rent Expense,2912.95,23685
2481,2019-05-16,Rent Expense,2276.06,23700
2482,2019-05-16,Rent Expense,3090.31,23715
2483,2019-05-16,Rent Expense,2386.08,23730
2484,2019-05-16,Rent Expense,2315.46,23745
2485,2019-05-16,Rent Expense,2941.59,23760
2486,2019-05-16,Rent Expense,3366.18,23775
2487,2019-05-16,Rent Expense,3348.09,23790
2488,2019-05-16,Rent Expense,1277.13,23805
2489,2019-05-16,Rent Expense,1753.85,23820
2490,2019-05-16,Rent Expense,791.85,23835
2491,2019-05-16,Rent Expense,2565.92,23850
2492,2019-05-16,Rent Expense,968.86,23865
2493,2019-05-16,Rent Expense,1651.15,23880
2494,2019-05-16,Rent Expense,3517.9,23895
2495,2019-05-16,Rent Expense,1127.2,23910
2496,2019-05-16,Rent Expense,1028.56,23925
2497,2019-05-16,Rent Expense,2907.14,23940
2498,2019-05-16,Rent Expense,2406.77,23955
2499,2019-05-16,Rent Expense,1568.83,23970
2500,2019-05-16,Rent Expense,1479.45,23985
2501,2019-05-16,Rent Expense,3717.81,24000
2502,2019-05-16,Rent Expense,2649.85,24015
2503,2019-05-16,Rent Expense,3218.97,24030
2504,2019-05-16,Rent Expense,2348.68,24045
2505,2019-05-16,Rent Expense,1557.92,24060
2506,2019-05-16,Rent Expense,1861.09,24075
2507,2019-05-16,Rent Expense,2580.69,24090
2508,2019-05-16,Rent Expense,2223.44,24105
2509,2019-05-16,Rent Expense,2061.21,24120
2510,2019-05-16,Rent Expense,1522.38,24135
2511,2019-05-16,Rent Expense,1215.28,24150
2512,2019-05-16,Rent Expense,3886,24165
2513,2019-05-16,Rent Expense,1644.94,24180
2514,2019-05-16,Rent Expense,1182.19,24195
2515,2019-05-16,Rent Expense,3646.55,24210
2516,2019-05-16,Rent Expense,2519.5,24225
2517,2019-05-16,Rent Expense,3377.69,24240
2518,2019-05-16,Rent Expense,3845.2,24255
2519,2019-05-16,Rent Expense,1188.08,24270
2520,2019-05-16,Rent Expense,2437.43,24285
2521,2019-05-16,Rent Expense,2478.38,24300
2522,2019-05-16,Rent Expense,1876.63,24315
2523,2019-05-16,Rent Expense,2023.56,24330
2524,2019-05-16,Rent Expense,3941.46,24345
2525,2019-05-16,Rent Expense,2213.17,24360
2526,2019-05-16,Rent Expense,1216.18,24375
2527,2019-05-16,Rent Expense,1597.01,24390
2528,2019-05-16,Rent Expense,3092.38,24405
2529,2019-05-16,Rent Expense,3733.92,24420
2530,2019-05-16,Rent Expense,1270.37,24435
2531,2019-05-16,Rent Expense,2195.25,24450
2532,2019-05-16,Rent Expense,3788.26,24465
2533,2019-05-16,Rent Expense,3962.38,24480
2534,2019-05-16,Rent Expense,2252.05,24495
2535,2019-05-16,Rent Expense,2620.07,24510
2536,2019-05-16,Rent Expense,1629.64,24525
2537,2019-05-16,Rent Expense,918.48,24540
2538,2019-05-16,Rent Expense,1302.15,24555
2539,2019-05-16,Rent Expense,2256.31,24570
2540,2019-05-16,Rent Expense,1179.68,24585
2541,2019-05-16,Rent Expense,3405.96,24600
2542,2019-05-16,Rent Expense,1305.61,24615
2543,2019-05-16,Rent Expense,3117.74,24630
2544,2019-05-16,Rent Expense,1893.52,24645
2545,2019-05-16,Rent Expense,3368.36,24660
2546,2019-05-16,Rent Expense,814.33,24675
2547,2019-05-16,Rent Expense,3351.01,24690
2548,2019-05-16,Rent Expense,1042.81,24705
2549,2019-05-16,Rent Expense,3861.35,24720
2550,2019-05-16,Rent Expense,1343.34,24735
2551,2019-05-16,Rent Expense,1068.26,24750
2552,2019-05-16,Rent Expense,1627.81,24765
2553,2019-05-16,Rent Expense,3416,24780
2554,2019-05-16,Rent Expense,1444.65,24795
2555,2019-05-16,Rent Expense,2356.41,24810
2556,2019-05-16,Rent Expense,3011.12,24825
2557,2019-05-16,Rent Expense,3041.5,24840
2558,2019-05-16,Rent Expense,3184.88,24855
2559,2019-05-16,Rent Expense,2716.62,24870
2560,2019-05-16,Rent Expense,1447.62,24885
2561,2019-05-16,Rent Expense,1987.87,24900
2562,2019-05-16,Rent Expense,3073.34,24915
2563,2019-05-16,Rent Expense,777.22,24930
2564,2019-05-16,Rent Expense,3268.35,24945
2565,2019-05-16,Rent Expense,3903.83,24960
2566,2019-05-16,Rent Expense,3678.71,24975
2567,2019-05-16,Rent Expense,3758.35,24990
2568,2019-05-16,Rent Expense,2526.69,25005
2569,2019-05-16,Rent Expense,1211.79,25020
2570,2019-05-16,Rent Expense,3668.95,25035
2571,2019-05-16,Rent Expense,2054.09,25050
2572,2019-05-16,Rent Expense,3042.5,25065
2573,2019-05-16,Rent Expense,3895.01,25080
2574,2019-05-16,Rent Expense,2207.11,25095
2575,2019-05-16,Rent Expense,1260.2,25110
2576,2019-05-16,Rent Expense,804.85,25125
2577,2019-05-16,Rent Expense,2377.13,25140
2578,2019-05-16,Rent Expense,3651.54,25155
2579,2019-05-16,Rent Expense,3841.3,25170
2580,2019-05-16,Rent Expense,3777.22,25185
2581,2019-05-16,Rent Expense,3618.27,25200
2582,2019-05-16,Rent Expense,1375.16,25215
2583,2019-05-16,Rent Expense,3196.75,25230
2584,2019-05-16,Rent Expense,2908.26,25245
2585,2019-05-16,Rent Expense,983.88,25260
2586,2019-05-16,Rent Expense,3638.15,25275
2587,2019-05-16,Rent Expense,3206.09,25290
2588,2019-05-16,Rent Expense,826.48,25305
2589,2019-05-16,Rent Expense,1290.98,25320
2590,2019-05-16,Rent Expense,1853.16,25335
2591,2019-05-16,Rent Expense,1180.33,25350
2592,2019-05-16,Rent Expense,1192.11,25365
2593,2019-05-16,Rent Expense,3272.93,25380
2594,2019-05-16,Rent Expense,2883.1,25395
2595,2019-05-16,Rent Expense,985.59,25410
2596,2019-05-16,Rent Expense,1227.88,25425
2597,2019-05-16,Rent Expense,3677.14,25440
2598,2019-05-16,Rent Expense,2597.3,25455
2599,2019-05-16,Rent Expense,1780.4,25470
2600,2019-05-16,Rent Expense,2409.3,25485
2601,2019-05-16,Rent Expense,3184.82,25500
2602,2019-05-16,Rent Expense,2202.44,25515
2603,2019-05-16,Rent Expense,1423.71,25530
2604,2019-05-16,Rent Expense,930.05,25545
2605,2019-05-16,Rent Expense,2844.19,25560
2606,2019-05-16,Rent Expense,2322.02,25575
2607,2019-05-16,Rent Expense,3877.14,25590
2608,2019-05-16,Rent Expense,929.2,25605
2609,2019-05-16,Rent Expense,3283,25620
2610,2019-05-16,Rent Expense,3718.37,25635
2611,2019-05-16,Rent Expense,2359.77,25650
2612,2019-05-16,Rent Expense,3751.4,25665
2613,2019-05-16,Rent Expense,2088.39,25680
2614,2019-05-16,Rent Expense,2907.97,25695
2615,2019-05-16,Rent Expense,2179.68,25710
2616,2019-05-16,Rent Expense,1703.85,25725
2617,2019-05-16,Rent Expense,2082.77,25740
2618,2019-05-16,Rent Expense,3046.82,25755
2619,2019-05-16,Rent Expense,3564.43,25770
